Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season,FirstName
2010,Vancouver,Skiing,Alpine Skiing,"MYHRER, Andre",SWE,Men,Slalom,Bronze,Winter,Andre
2010,Vancouver,Skiing,Alpine Skiing,"RAZZOLI, Giuliano",ITA,Men,Slalom,Gold,Winter,Giuliano
2010,Vancouver,Skiing,Alpine Skiing,"KOSTELIC, Ivica",CRO,Men,Slalom,Silver,Winter,Ivica
2010,Vancouver,Skiing,Alpine Skiing,"ZAHROBSKA, Sarka",CZE,Women,Slalom,Bronze,Winter,Sarka
2010,Vancouver,Skiing,Alpine Skiing,"RIESCH, Maria",GER,Women,Slalom,Gold,Winter,Maria
2010,Vancouver,Skiing,Alpine Skiing,"SCHILD, Marlies",AUT,Women,Slalom,Silver,Winter,Marlies
2010,Vancouver,Skiing,Alpine Skiing,"ZURBRIGGEN, Silvan",SUI,Men,Super Combined,Bronze,Winter,Silvan
2010,Vancouver,Skiing,Alpine Skiing,"MILLER, Bode",USA,Men,Super Combined,Gold,Winter,Bode
2010,Vancouver,Skiing,Alpine Skiing,"KOSTELIC, Ivica",CRO,Men,Super Combined,Silver,Winter,Ivica
2010,Vancouver,Skiing,Alpine Skiing,"PAERSON, Anja",SWE,Women,Super Combined,Bronze,Winter,Anja
2010,Vancouver,Skiing,Alpine Skiing,"RIESCH, Maria",GER,Women,Super Combined,Gold,Winter,Maria
2010,Vancouver,Skiing,Alpine Skiing,"MANCUSO, Julia",USA,Women,Super Combined,Silver,Winter,Julia
2010,Vancouver,Skiing,Alpine Skiing,"WEIBRECHT, Andrew",USA,Men,Super-G,Bronze,Winter,Andrew
2010,Vancouver,Skiing,Alpine Skiing,"SVINDAL, Aksel Lund",NOR,Men,Super-G,Gold,Winter,Aksel
2010,Vancouver,Skiing,Alpine Skiing,"MILLER, Bode",USA,Men,Super-G,Silver,Winter,Bode
2010,Vancouver,Skiing,Alpine Skiing,"VONN, Lindsey",USA,Women,Super-G,Bronze,Winter,Lindsey
2010,Vancouver,Skiing,Alpine Skiing,"FISCHBACHER, Andrea",AUT,Women,Super-G,Gold,Winter,Andrea
2010,Vancouver,Skiing,Alpine Skiing,"MAZE, Tina",SLO,Women,Super-G,Silver,Winter,Tina
2010,Vancouver,Skiing,Cross Country Skiing,"BJOERGEN, Marit",NOR,Women,10KM,Bronze,Winter,Marit
2010,Vancouver,Skiing,Cross Country Skiing,"KALLA, Charlotte",SWE,Women,10KM,Gold,Winter,Charlotte
2010,Vancouver,Skiing,Cross Country Skiing,"SMIGUN-VAEHI, Kristina",EST,Women,10KM,Silver,Winter,Kristina
2010,Vancouver,Skiing,Cross Country Skiing,"BAUER, Lukas",CZE,Men,15KM,Bronze,Winter,Lukas
2010,Vancouver,Skiing,Cross Country Skiing,"COLOGNA, Dario",SUI,Men,15KM,Gold,Winter,Dario
2010,Vancouver,Skiing,Cross Country Skiing,"PILLER COTTRER, Pietro",ITA,Men,15KM,Silver,Winter,Pietro
2010,Vancouver,Skiing,Cross Country Skiing,"SAARINEN, Aino-Kaisa",FIN,Women,30KM,Bronze,Winter,Aino-Kaisa
2010,Vancouver,Skiing,Cross Country Skiing,"KOWALCZYK, Justyna",POL,Women,30KM,Gold,Winter,Justyna
2010,Vancouver,Skiing,Cross Country Skiing,"BJOERGEN, Marit",NOR,Women,30KM,Silver,Winter,Marit
2010,Vancouver,Skiing,Cross Country Skiing,"BAUER, Lukas",CZE,Men,4X10KM Relay,Bronze,Winter,Lukas
2010,Vancouver,Skiing,Cross Country Skiing,"JAKS, Martin",CZE,Men,4X10KM Relay,Bronze,Winter,Martin
2010,Vancouver,Skiing,Cross Country Skiing,"KOUKAL, Martin",CZE,Men,4X10KM Relay,Bronze,Winter,Martin
2010,Vancouver,Skiing,Cross Country Skiing,"MAGAL, Jiri",CZE,Men,4X10KM Relay,Bronze,Winter,Jiri
2010,Vancouver,Skiing,Cross Country Skiing,"HELLNER, Marcus",SWE,Men,4X10KM Relay,Gold,Winter,Marcus
2010,Vancouver,Skiing,Cross Country Skiing,"OLSSON, Johan",SWE,Men,4X10KM Relay,Gold,Winter,Johan
2010,Vancouver,Skiing,Cross Country Skiing,"RICHARDSSON, Daniel",SWE,Men,4X10KM Relay,Gold,Winter,Daniel
2010,Vancouver,Skiing,Cross Country Skiing,"SOEDERGREN, Anders",SWE,Men,4X10KM Relay,Gold,Winter,Anders
2010,Vancouver,Skiing,Cross Country Skiing,"BERGER, Lars",NOR,Men,4X10KM Relay,Silver,Winter,Lars
2010,Vancouver,Skiing,Cross Country Skiing,"HJELMESET, Odd-Bjoern",NOR,Men,4X10KM Relay,Silver,Winter,Odd-Bjoern
2010,Vancouver,Skiing,Cross Country Skiing,"JOHNSRUD SUNDBY, Martin",NOR,Men,4X10KM Relay,Silver,Winter,Martin
2010,Vancouver,Skiing,Cross Country Skiing,"NORTHUG, Petter",NOR,Men,4X10KM Relay,Silver,Winter,Petter
2010,Vancouver,Skiing,Cross Country Skiing,"KUITUNEN, Virpi",FIN,Women,4X5KM Relay,Bronze,Winter,Virpi
2010,Vancouver,Skiing,Cross Country Skiing,"MURANEN, Pirjo",FIN,Women,4X5KM Relay,Bronze,Winter,Pirjo
2010,Vancouver,Skiing,Cross Country Skiing,"ROPONEN, Riitta-Liisa",FIN,Women,4X5KM Relay,Bronze,Winter,Riitta-Liisa
2010,Vancouver,Skiing,Cross Country Skiing,"SAARINEN, Aino-Kaisa",FIN,Women,4X5KM Relay,Bronze,Winter,Aino-Kaisa
2010,Vancouver,Skiing,Cross Country Skiing,"BJOERGEN, Marit",NOR,Women,4X5KM Relay,Gold,Winter,Marit
2010,Vancouver,Skiing,Cross Country Skiing,"JOHAUG, Therese",NOR,Women,4X5KM Relay,Gold,Winter,Therese
2010,Vancouver,Skiing,Cross Country Skiing,"SKOFTERUD, Vibeke W",NOR,Women,4X5KM Relay,Gold,Winter,Vibeke
2010,Vancouver,Skiing,Cross Country Skiing,"STEIRA, Kristin Stoermer",NOR,Women,4X5KM Relay,Gold,Winter,Kristin
2010,Vancouver,Skiing,Cross Country Skiing,"GOSSNER, Miriam",GER,Women,4X5KM Relay,Silver,Winter,Miriam
2010,Vancouver,Skiing,Cross Country Skiing,"NYSTAD, Claudia",GER,Women,4X5KM Relay,Silver,Winter,Claudia
